Date and Time,Rainfall units,Cumulative Rainfall  (cm) ,Rainfall (cm)
12/24/21 4:09,2034,40.68,0.02
12/24/21 4:09,2035,40.7,0.02
12/24/21 4:10,2036,40.72,0.02
12/24/21 4:10,2037,40.74,0.02
12/24/21 4:10,2038,40.76,0.02
12/24/21 4:11,2039,40.78,0.02
12/24/21 4:11,2040,40.8,0.02
12/24/21 4:13,2041,40.82,0.02
12/24/21 4:17,2042,40.84,0.02
12/24/21 4:21,2043,40.86,0.02
12/24/21 4:23,2044,40.88,0.02
12/24/21 4:24,2045,40.9,0.02
12/24/21 4:25,2046,40.92,0.02
12/24/21 4:26,2047,40.94,0.02
12/24/21 4:28,2048,40.96,0.02
12/24/21 4:41,2049,40.98,0.02
12/24/21 5:21,2050,41,0.02
12/24/21 5:51,2051,41.02,0.02
12/24/21 6:00,2052,41.04,0.02
12/24/21 6:00,2053,41.06,0.02
12/24/21 6:01,2054,41.08,0.02
12/24/21 6:01,2055,41.1,0.02
12/24/21 6:02,2056,41.12,0.02
12/24/21 6:05,2057,41.14,0.02
12/24/21 6:06,2058,41.16,0.02
12/24/21 6:08,2059,41.18,0.02
12/24/21 6:14,2060,41.2,0.02
12/24/21 6:49,2061,41.22,0.02
12/24/21 7:48,2062,41.24,0.02
12/24/21 7:55,2063,41.26,0.02
12/24/21 8:06,2064,41.28,0.02
12/24/21 8:11,2065,41.3,0.02
12/24/21 8:13,2066,41.32,0.02
12/24/21 8:16,2067,41.34,0.02
12/24/21 8:17,2068,41.36,0.02
12/24/21 8:19,2069,41.38,0.02
12/24/21 8:21,2070,41.4,0.02
12/24/21 8:23,2071,41.42,0.02
12/24/21 8:26,2072,41.44,0.02
12/24/21 8:29,2073,41.46,0.02
12/24/21 8:33,2074,41.48,0.02
12/24/21 11:05,2075,41.5,0.02
12/24/21 11:38,2076,41.52,0.02
12/24/21 12:04,2077,41.54,0.02
12/24/21 12:07,2078,41.56,0.02
12/24/21 12:08,2079,41.58,0.02
12/24/21 12:09,2080,41.6,0.02
12/24/21 12:09,2081,41.62,0.02
12/24/21 12:13,2082,41.64,0.02
12/24/21 12:22,2083,41.66,0.02
12/24/21 13:09,2084,41.68,0.02
12/25/21 16:26,2085,41.7,0.02
12/25/21 16:31,2086,41.72,0.02
12/25/21 16:53,2087,41.74,0.02
12/25/21 17:35,2088,41.76,0.02
12/25/21 17:36,2089,41.78,0.02
12/25/21 17:37,2090,41.8,0.02
12/25/21 17:41,2091,41.82,0.02
12/25/21 18:20,2092,41.84,0.02
12/25/21 20:45,2093,41.86,0.02
12/25/21 21:01,2094,41.88,0.02
12/25/21 21:17,2095,41.9,0.02
12/25/21 21:22,2096,41.92,0.02
12/25/21 22:34,2097,41.94,0.02
12/25/21 22:45,2098,41.96,0.02
12/25/21 22:55,2099,41.98,0.02
12/25/21 22:59,2100,42,0.02
12/25/21 23:04,2101,42.02,0.02
12/25/21 23:08,2102,42.04,0.02
12/25/21 23:11,2103,42.06,0.02
12/25/21 23:13,2104,42.08,0.02
12/25/21 23:15,2105,42.1,0.02
12/25/21 23:19,2106,42.12,0.02
12/25/21 23:21,2107,42.14,0.02
12/25/21 23:22,2108,42.16,0.02
12/25/21 23:24,2109,42.18,0.02
12/25/21 23:25,2110,42.2,0.02
12/25/21 23:27,2111,42.22,0.02
12/25/21 23:29,2112,42.24,0.02
12/25/21 23:32,2113,42.26,0.02
12/25/21 23:35,2114,42.28,0.02
12/25/21 23:36,2115,42.3,0.02
12/25/21 23:38,2116,42.32,0.02
12/25/21 23:40,2117,42.34,0.02
12/25/21 23:42,2118,42.36,0.02
12/25/21 23:44,2119,42.38,0.02
12/25/21 23:46,2120,42.4,0.02
12/25/21 23:48,2121,42.42,0.02
12/25/21 23:52,2122,42.44,0.02
12/25/21 23:53,2123,42.46,0.02
12/25/21 23:54,2124,42.48,0.02
12/25/21 23:56,2125,42.5,0.02
12/25/21 23:57,2126,42.52,0.02
12/25/21 23:59,2127,42.54,0.02
12/26/21 0:00,2128,42.56,0.02
12/26/21 0:02,2129,42.58,0.02
12/26/21 0:03,2130,42.6,0.02
12/26/21 0:04,2131,42.62,0.02
12/26/21 0:05,2132,42.64,0.02
12/26/21 0:07,2133,42.66,0.02
12/26/21 0:09,2134,42.68,0.02
12/26/21 0:10,2135,42.7,0.02
12/26/21 0:12,2136,42.72,0.02
12/26/21 0:14,2137,42.74,0.02
12/26/21 0:15,2138,42.76,0.02
12/26/21 0:16,2139,42.78,0.02
12/26/21 0:18,2140,42.8,0.02
12/26/21 0:21,2141,42.82,0.02
12/26/21 0:22,2142,42.84,0.02
12/26/21 0:24,2143,42.86,0.02
12/26/21 0:26,2144,42.88,0.02
12/26/21 0:27,2145,42.9,0.02
12/26/21 0:28,2146,42.92,0.02
12/26/21 0:29,2147,42.94,0.02
12/26/21 0:30,2148,42.96,0.02
12/26/21 0:32,2149,42.98,0.02
12/26/21 0:33,2150,43,0.02
12/26/21 0:35,2151,43.02,0.02
12/26/21 0:36,2152,43.04,0.02
12/26/21 0:37,2153,43.06,0.02
12/26/21 0:38,2154,43.08,0.02
12/26/21 0:40,2155,43.1,0.02
12/26/21 0:41,2156,43.12,0.02
12/26/21 0:42,2157,43.14,0.02
12/26/21 0:44,2158,43.16,0.02
12/26/21 0:45,2159,43.18,0.02
12/26/21 0:46,2160,43.2,0.02
12/26/21 0:49,2161,43.22,0.02
12/26/21 0:52,2162,43.24,0.02
12/26/21 0:58,2163,43.26,0.02
12/26/21 1:01,2164,43.28,0.02
12/26/21 1:02,2165,43.3,0.02
12/26/21 1:04,2166,43.32,0.02
12/26/21 1:05,2167,43.34,0.02
12/26/21 1:06,2168,43.36,0.02
12/26/21 1:08,2169,43.38,0.02
12/26/21 1:09,2170,43.4,0.02
12/26/21 1:10,2171,43.42,0.02
12/26/21 1:12,2172,43.44,0.02
12/26/21 1:13,2173,43.46,0.02
12/26/21 1:15,2174,43.48,0.02
12/26/21 1:16,2175,43.5,0.02
12/26/21 1:17,2176,43.52,0.02
12/26/21 1:18,2177,43.54,0.02
12/26/21 1:18,2178,43.56,0.02
12/26/21 1:19,2179,43.58,0.02
12/26/21 1:20,2180,43.6,0.02
12/26/21 1:21,2181,43.62,0.02
12/26/21 1:22,2182,43.64,0.02
12/26/21 1:23,2183,43.66,0.02
12/26/21 1:24,2184,43.68,0.02
12/26/21 1:25,2185,43.7,0.02
12/26/21 1:26,2186,43.72,0.02
12/26/21 1:28,2187,43.74,0.02
12/26/21 1:30,2188,43.76,0.02
12/26/21 1:31,2189,43.78,0.02
12/26/21 1:33,2190,43.8,0.02
12/26/21 1:33,2191,43.82,0.02
12/26/21 1:34,2192,43.84,0.02
12/26/21 1:35,2193,43.86,0.02
12/26/21 1:35,2194,43.88,0.02
12/26/21 1:36,2195,43.9,0.02
12/26/21 1:37,2196,43.92,0.02
12/26/21 1:39,2197,43.94,0.02
12/26/21 1:40,2198,43.96,0.02
12/26/21 1:42,2199,43.98,0.02
12/26/21 1:44,2200,44,0.02
12/26/21 1:46,2201,44.02,0.02
12/26/21 1:47,2202,44.04,0.02
12/26/21 1:49,2203,44.06,0.02
12/26/21 1:51,2204,44.08,0.02
12/26/21 1:54,2205,44.1,0.02
12/26/21 1:57,2206,44.12,0.02
12/26/21 1:59,2207,44.14,0.02
12/26/21 2:06,2208,44.16,0.02
12/27/21 14:47,2209,44.18,0.02
12/27/21 15:19,2210,44.2,0.02
12/27/21 15:33,2211,44.22,0.02
12/27/21 15:44,2212,44.24,0.02
12/27/21 15:56,2213,44.26,0.02
12/27/21 16:07,2214,44.28,0.02
12/27/21 16:14,2215,44.3,0.02
12/27/21 16:18,2216,44.32,0.02
12/27/21 16:31,2217,44.34,0.02
12/27/21 16:37,2218,44.36,0.02
12/27/21 16:41,2219,44.38,0.02
12/27/21 16:45,2220,44.4,0.02
12/27/21 16:49,2221,44.42,0.02
12/27/21 16:52,2222,44.44,0.02
12/27/21 16:56,2223,44.46,0.02
12/27/21 17:00,2224,44.48,0.02
12/27/21 17:05,2225,44.5,0.02
12/27/21 17:08,2226,44.52,0.02
12/27/21 17:11,2227,44.54,0.02
12/27/21 17:14,2228,44.56,0.02
12/27/21 17:17,2229,44.58,0.02
12/27/21 17:21,2230,44.6,0.02
12/27/21 17:24,2231,44.62,0.02
12/27/21 17:27,2232,44.64,0.02
12/27/21 17:31,2233,44.66,0.02
12/27/21 17:35,2234,44.68,0.02
12/27/21 17:39,2235,44.7,0.02
12/27/21 17:43,2236,44.72,0.02
12/27/21 17:50,2237,44.74,0.02
12/27/21 17:55,2238,44.76,0.02
12/27/21 18:08,2239,44.78,0.02
12/27/21 18:26,2240,44.8,0.02
12/27/21 18:34,2241,44.82,0.02
12/27/21 18:44,2242,44.84,0.02
12/27/21 19:59,2243,44.86,0.02
12/27/21 20:36,2244,44.88,0.02
12/27/21 21:42,2245,44.9,0.02
12/28/21 1:00,2246,44.92,0.02
12/29/21 4:04,2247,44.94,0.02
12/29/21 13:35,2248,44.96,0.02
12/29/21 13:49,2249,44.98,0.02
12/29/21 14:31,2250,45,0.02
12/29/21 14:38,2251,45.02,0.02
12/29/21 14:53,2252,45.04,0.02
12/29/21 15:20,2253,45.06,0.02
12/29/21 15:30,2254,45.08,0.02
12/29/21 15:38,2255,45.1,0.02
12/29/21 15:44,2256,45.12,0.02
12/29/21 15:50,2257,45.14,0.02
12/29/21 16:02,2258,45.16,0.02
12/29/21 16:11,2259,45.18,0.02
12/29/21 16:18,2260,45.2,0.02
12/29/21 16:26,2261,45.22,0.02
12/29/21 16:33,2262,45.24,0.02
12/29/21 16:42,2263,45.26,0.02
12/29/21 16:46,2264,45.28,0.02
12/29/21 16:53,2265,45.3,0.02
12/29/21 16:58,2266,45.32,0.02
12/29/21 17:01,2267,45.34,0.02
12/29/21 17:06,2268,45.36,0.02
12/29/21 17:10,2269,45.38,0.02
12/29/21 17:16,2270,45.4,0.02
12/29/21 17:22,2271,45.42,0.02
12/29/21 17:30,2272,45.44,0.02
12/29/21 17:35,2273,45.46,0.02
12/29/21 17:41,2274,45.48,0.02
12/29/21 17:44,2275,45.5,0.02
12/29/21 17:47,2276,45.52,0.02
12/29/21 17:50,2277,45.54,0.02
12/29/21 17:53,2278,45.56,0.02
12/29/21 17:58,2279,45.58,0.02
12/29/21 18:01,2280,45.6,0.02
12/29/21 18:04,2281,45.62,0.02
12/29/21 18:07,2282,45.64,0.02
12/29/21 18:10,2283,45.66,0.02
12/29/21 18:13,2284,45.68,0.02
12/29/21 18:17,2285,45.7,0.02
12/29/21 18:21,2286,45.72,0.02
12/29/21 18:25,2287,45.74,0.02
12/29/21 18:27,2288,45.76,0.02
12/29/21 18:30,2289,45.78,0.02
12/29/21 18:32,2290,45.8,0.02
12/29/21 18:35,2291,45.82,0.02
12/29/21 18:39,2292,45.84,0.02
12/29/21 18:43,2293,45.86,0.02
12/29/21 18:46,2294,45.88,0.02
12/29/21 18:48,2295,45.9,0.02
12/29/21 18:50,2296,45.92,0.02
12/29/21 18:53,2297,45.94,0.02
12/29/21 18:56,2298,45.96,0.02
12/29/21 18:58,2299,45.98,0.02
12/29/21 19:01,2300,46,0.02
12/29/21 19:03,2301,46.02,0.02
12/29/21 19:06,2302,46.04,0.02
12/29/21 19:08,2303,46.06,0.02
12/29/21 19:10,2304,46.08,0.02
12/29/21 19:11,2305,46.1,0.02
12/29/21 19:14,2306,46.12,0.02
12/29/21 19:16,2307,46.14,0.02
12/29/21 19:19,2308,46.16,0.02
12/29/21 19:22,2309,46.18,0.02
12/29/21 19:25,2310,46.2,0.02
12/29/21 19:27,2311,46.22,0.02
12/29/21 19:30,2312,46.24,0.02
12/29/21 19:32,2313,46.26,0.02
12/29/21 19:35,2314,46.28,0.02
12/29/21 19:37,2315,46.3,0.02
12/29/21 19:39,2316,46.32,0.02
12/29/21 19:42,2317,46.34,0.02
12/29/21 19:45,2318,46.36,0.02
12/29/21 19:48,2319,46.38,0.02
12/29/21 19:51,2320,46.4,0.02
12/29/21 19:56,2321,46.42,0.02
12/29/21 20:01,2322,46.44,0.02
12/29/21 20:05,2323,46.46,0.02
12/29/21 20:08,2324,46.48,0.02
12/29/21 20:11,2325,46.5,0.02
12/29/21 20:14,2326,46.52,0.02
12/29/21 20:16,2327,46.54,0.02
12/29/21 20:18,2328,46.56,0.02
12/29/21 20:21,2329,46.58,0.02
12/29/21 20:24,2330,46.6,0.02
12/29/21 20:26,2331,46.62,0.02
12/29/21 20:31,2332,46.64,0.02
12/29/21 20:33,2333,46.66,0.02
12/29/21 20:35,2334,46.68,0.02
12/29/21 20:37,2335,46.7,0.02
12/29/21 20:39,2336,46.72,0.02
12/29/21 20:41,2337,46.74,0.02
12/29/21 20:48,2338,46.76,0.02
12/29/21 20:51,2339,46.78,0.02
12/29/21 20:52,2340,46.8,0.02
12/29/21 20:54,2341,46.82,0.02
12/29/21 20:55,2342,46.84,0.02
12/29/21 20:57,2343,46.86,0.02
12/29/21 21:00,2344,46.88,0.02
12/29/21 21:02,2345,46.9,0.02
12/29/21 21:04,2346,46.92,0.02
12/29/21 21:06,2347,46.94,0.02
12/29/21 21:08,2348,46.96,0.02
12/29/21 21:10,2349,46.98,0.02
12/29/21 21:12,2350,47,0.02
12/29/21 21:14,2351,47.02,0.02
12/29/21 21:16,2352,47.04,0.02
12/29/21 21:19,2353,47.06,0.02
12/29/21 21:22,2354,47.08,0.02
12/29/21 21:25,2355,47.1,0.02
12/29/21 21:27,2356,47.12,0.02
12/29/21 21:31,2357,47.14,0.02
12/29/21 21:36,2358,47.16,0.02
12/29/21 21:44,2359,47.18,0.02
12/29/21 21:47,2360,47.2,0.02
12/29/21 21:49,2361,47.22,0.02
12/29/21 21:51,2362,47.24,0.02
12/29/21 21:53,2363,47.26,0.02
12/29/21 21:57,2364,47.28,0.02
12/29/21 22:01,2365,47.3,0.02
12/29/21 22:03,2366,47.32,0.02
12/29/21 22:06,2367,47.34,0.02
12/29/21 22:09,2368,47.36,0.02
12/29/21 22:11,2369,47.38,0.02
12/29/21 22:14,2370,47.4,0.02
12/29/21 22:17,2371,47.42,0.02
12/29/21 22:22,2372,47.44,0.02
12/29/21 22:25,2373,47.46,0.02
12/29/21 22:28,2374,47.48,0.02
12/29/21 22:30,2375,47.5,0.02
12/29/21 22:33,2376,47.52,0.02
12/29/21 22:35,2377,47.54,0.02
12/29/21 22:38,2378,47.56,0.02
12/29/21 22:41,2379,47.58,0.02
12/29/21 22:43,2380,47.6,0.02
12/29/21 22:46,2381,47.62,0.02
12/29/21 22:49,2382,47.64,0.02
12/29/21 22:52,2383,47.66,0.02
12/29/21 22:54,2384,47.68,0.02
12/29/21 22:57,2385,47.7,0.02
12/29/21 22:59,2386,47.72,0.02
12/29/21 23:01,2387,47.74,0.02
12/29/21 23:05,2388,47.76,0.02
12/29/21 23:07,2389,47.78,0.02
12/29/21 23:10,2390,47.8,0.02
12/29/21 23:13,2391,47.82,0.02
12/29/21 23:15,2392,47.84,0.02
12/29/21 23:18,2393,47.86,0.02
12/29/21 23:22,2394,47.88,0.02
12/29/21 23:25,2395,47.9,0.02
12/29/21 23:29,2396,47.92,0.02
12/29/21 23:32,2397,47.94,0.02
12/29/21 23:35,2398,47.96,0.02
12/29/21 23:37,2399,47.98,0.02
12/29/21 23:40,2400,48,0.02
12/29/21 23:41,2401,48.02,0.02
12/29/21 23:44,2402,48.04,0.02
12/29/21 23:46,2403,48.06,0.02
12/29/21 23:48,2404,48.08,0.02
12/29/21 23:50,2405,48.1,0.02
12/29/21 23:52,2406,48.12,0.02
12/29/21 23:54,2407,48.14,0.02
12/29/21 23:56,2408,48.16,0.02
12/29/21 23:58,2409,48.18,0.02
12/30/21 0:01,2410,48.2,0.02
12/30/21 0:03,2411,48.22,0.02
12/30/21 0:05,2412,48.24,0.02
12/30/21 0:07,2413,48.26,0.02
12/30/21 0:09,2414,48.28,0.02
12/30/21 0:12,2415,48.3,0.02
12/30/21 0:14,2416,48.32,0.02
12/30/21 0:15,2417,48.34,0.02
12/30/21 0:18,2418,48.36,0.02
12/30/21 0:22,2419,48.38,0.02
12/30/21 0:26,2420,48.4,0.02
12/30/21 0:29,2421,48.42,0.02
12/30/21 0:31,2422,48.44,0.02
12/30/21 0:33,2423,48.46,0.02
12/30/21 0:35,2424,48.48,0.02
12/30/21 0:37,2425,48.5,0.02
12/30/21 0:40,2426,48.52,0.02
12/30/21 0:41,2427,48.54,0.02
12/30/21 0:43,2428,48.56,0.02
12/30/21 0:44,2429,48.58,0.02
12/30/21 0:46,2430,48.6,0.02
12/30/21 0:48,2431,48.62,0.02
12/30/21 0:51,2432,48.64,0.02
12/30/21 0:53,2433,48.66,0.02
12/30/21 0:57,2434,48.68,0.02
12/30/21 1:00,2435,48.7,0.02
12/30/21 1:03,2436,48.72,0.02
12/30/21 1:05,2437,48.74,0.02
12/30/21 1:07,2438,48.76,0.02
12/30/21 1:09,2439,48.78,0.02
12/30/21 1:11,2440,48.8,0.02
12/30/21 1:13,2441,48.82,0.02
12/30/21 1:15,2442,48.84,0.02
12/30/21 1:17,2443,48.86,0.02
12/30/21 1:20,2444,48.88,0.02
12/30/21 1:22,2445,48.9,0.02
12/30/21 1:26,2446,48.92,0.02
12/30/21 1:28,2447,48.94,0.02
12/30/21 1:30,2448,48.96,0.02
12/30/21 1:32,2449,48.98,0.02
12/30/21 1:34,2450,49,0.02
12/30/21 1:36,2451,49.02,0.02
12/30/21 1:37,2452,49.04,0.02
12/30/21 1:38,2453,49.06,0.02
12/30/21 1:39,2454,49.08,0.02
12/30/21 1:41,2455,49.1,0.02
12/30/21 1:42,2456,49.12,0.02
12/30/21 1:44,2457,49.14,0.02
12/30/21 1:46,2458,49.16,0.02
12/30/21 1:48,2459,49.18,0.02
12/30/21 1:51,2460,49.2,0.02
12/30/21 1:54,2461,49.22,0.02
12/30/21 1:57,2462,49.24,0.02
12/30/21 2:00,2463,49.26,0.02
12/30/21 2:02,2464,49.28,0.02
12/30/21 2:05,2465,49.3,0.02
12/30/21 2:07,2466,49.32,0.02
12/30/21 2:08,2467,49.34,0.02
12/30/21 2:10,2468,49.36,0.02
12/30/21 2:11,2469,49.38,0.02
12/30/21 2:13,2470,49.4,0.02
12/30/21 2:15,2471,49.42,0.02
12/30/21 2:16,2472,49.44,0.02
12/30/21 2:18,2473,49.46,0.02
12/30/21 2:19,2474,49.48,0.02
12/30/21 2:21,2475,49.5,0.02
12/30/21 2:22,2476,49.52,0.02
12/30/21 2:23,2477,49.54,0.02
12/30/21 2:25,2478,49.56,0.02
12/30/21 2:26,2479,49.58,0.02
12/30/21 2:27,2480,49.6,0.02
12/30/21 2:29,2481,49.62,0.02
12/30/21 2:31,2482,49.64,0.02
12/30/21 2:33,2483,49.66,0.02
12/30/21 2:35,2484,49.68,0.02
12/30/21 2:37,2485,49.7,0.02
12/30/21 2:40,2486,49.72,0.02
12/30/21 2:44,2487,49.74,0.02
12/30/21 2:47,2488,49.76,0.02
12/30/21 2:51,2489,49.78,0.02
12/30/21 2:54,2490,49.8,0.02
12/30/21 2:56,2491,49.82,0.02
12/30/21 2:57,2492,49.84,0.02
12/30/21 2:59,2493,49.86,0.02
12/30/21 3:01,2494,49.88,0.02
12/30/21 3:04,2495,49.9,0.02
12/30/21 3:07,2496,49.92,0.02
12/30/21 3:10,2497,49.94,0.02
12/30/21 3:14,2498,49.96,0.02
12/30/21 3:18,2499,49.98,0.02
12/30/21 3:22,2500,50,0.02
12/30/21 3:24,2501,50.02,0.02
12/30/21 3:25,2502,50.04,0.02
12/30/21 3:27,2503,50.06,0.02
12/30/21 3:29,2504,50.08,0.02
12/30/21 3:30,2505,50.1,0.02
12/30/21 3:32,2506,50.12,0.02
12/30/21 3:34,2507,50.14,0.02
12/30/21 3:37,2508,50.16,0.02
12/30/21 3:41,2509,50.18,0.02
12/30/21 3:45,2510,50.2,0.02
12/30/21 3:48,2511,50.22,0.02
12/30/21 3:52,2512,50.24,0.02
12/30/21 3:54,2513,50.26,0.02
12/30/21 3:56,2514,50.28,0.02
12/30/21 3:59,2515,50.3,0.02
12/30/21 4:02,2516,50.32,0.02
12/30/21 4:04,2517,50.34,0.02
12/30/21 4:08,2518,50.36,0.02
12/30/21 4:11,2519,50.38,0.02
12/30/21 4:15,2520,50.4,0.02
12/30/21 4:17,2521,50.42,0.02
12/30/21 4:21,2522,50.44,0.02
12/30/21 4:23,2523,50.46,0.02
12/30/21 4:27,2524,50.48,0.02
12/30/21 4:30,2525,50.5,0.02
12/30/21 4:33,2526,50.52,0.02
12/30/21 4:37,2527,50.54,0.02
12/30/21 4:41,2528,50.56,0.02
12/30/21 4:43,2529,50.58,0.02
12/30/21 4:45,2530,50.6,0.02
12/30/21 4:49,2531,50.62,0.02
12/30/21 4:54,2532,50.64,0.02
12/30/21 4:57,2533,50.66,0.02
12/30/21 5:01,2534,50.68,0.02
12/30/21 5:06,2535,50.7,0.02
12/30/21 5:09,2536,50.72,0.02
12/30/21 5:13,2537,50.74,0.02
12/30/21 5:17,2538,50.76,0.02
12/30/21 5:22,2539,50.78,0.02
12/30/21 5:26,2540,50.8,0.02
12/30/21 5:31,2541,50.82,0.02
12/30/21 5:36,2542,50.84,0.02
12/30/21 5:40,2543,50.86,0.02
12/30/21 5:42,2544,50.88,0.02
12/30/21 5:44,2545,50.9,0.02
12/30/21 5:46,2546,50.92,0.02
12/30/21 5:49,2547,50.94,0.02
12/30/21 5:52,2548,50.96,0.02
12/30/21 5:54,2549,50.98,0.02
12/30/21 5:57,2550,51,0.02
12/30/21 5:59,2551,51.02,0.02
12/30/21 6:02,2552,51.04,0.02
12/30/21 6:05,2553,51.06,0.02
12/30/21 6:09,2554,51.08,0.02
12/30/21 6:12,2555,51.1,0.02
12/30/21 6:18,2556,51.12,0.02
12/30/21 6:21,2557,51.14,0.02
12/30/21 6:24,2558,51.16,0.02
12/30/21 6:26,2559,51.18,0.02
12/30/21 6:29,2560,51.2,0.02
12/30/21 6:33,2561,51.22,0.02
12/30/21 6:38,2562,51.24,0.02
12/30/21 6:42,2563,51.26,0.02
12/30/21 6:45,2564,51.28,0.02
12/30/21 6:48,2565,51.3,0.02
12/30/21 6:51,2566,51.32,0.02
12/30/21 6:53,2567,51.34,0.02
12/30/21 6:55,2568,51.36,0.02
12/30/21 6:58,2569,51.38,0.02
12/30/21 7:00,2570,51.4,0.02
12/30/21 7:02,2571,51.42,0.02
12/30/21 7:04,2572,51.44,0.02
12/30/21 7:05,2573,51.46,0.02
12/30/21 7:07,2574,51.48,0.02
12/30/21 7:10,2575,51.5,0.02
12/30/21 7:14,2576,51.52,0.02
12/30/21 7:18,2577,51.54,0.02
12/30/21 7:23,2578,51.56,0.02
12/30/21 7:28,2579,51.58,0.02
12/30/21 7:38,2580,51.6,0.02
12/30/21 7:42,2581,51.62,0.02
12/30/21 7:43,2582,51.64,0.02
12/30/21 7:45,2583,51.66,0.02
12/30/21 7:47,2584,51.68,0.02
12/30/21 7:49,2585,51.7,0.02
12/30/21 7:50,2586,51.72,0.02
12/30/21 7:51,2587,51.74,0.02
12/30/21 7:52,2588,51.76,0.02
12/30/21 7:54,2589,51.78,0.02
12/30/21 7:55,2590,51.8,0.02
12/30/21 7:56,2591,51.82,0.02
12/30/21 7:58,2592,51.84,0.02
12/30/21 8:01,2593,51.86,0.02
12/30/21 8:03,2594,51.88,0.02
12/30/21 8:04,2595,51.9,0.02
12/30/21 8:06,2596,51.92,0.02
12/30/21 8:08,2597,51.94,0.02
12/30/21 8:09,2598,51.96,0.02
12/30/21 8:11,2599,51.98,0.02
12/30/21 8:13,2600,52,0.02
12/30/21 8:14,2601,52.02,0.02
12/30/21 8:16,2602,52.04,0.02
12/30/21 8:19,2603,52.06,0.02
12/30/21 8:20,2604,52.08,0.02
12/30/21 8:22,2605,52.1,0.02
12/30/21 8:24,2606,52.12,0.02
12/30/21 8:26,2607,52.14,0.02
12/30/21 8:29,2608,52.16,0.02
12/30/21 8:32,2609,52.18,0.02
12/30/21 8:36,2610,52.2,0.02
12/30/21 8:39,2611,52.22,0.02
12/30/21 8:42,2612,52.24,0.02
12/30/21 8:45,2613,52.26,0.02
12/30/21 8:48,2614,52.28,0.02
12/30/21 8:50,2615,52.3,0.02
12/30/21 8:53,2616,52.32,0.02
12/30/21 8:55,2617,52.34,0.02
12/30/21 8:57,2618,52.36,0.02
12/30/21 8:58,2619,52.38,0.02
12/30/21 9:00,2620,52.4,0.02
12/30/21 9:02,2621,52.42,0.02
12/30/21 9:03,2622,52.44,0.02
12/30/21 9:04,2623,52.46,0.02
12/30/21 9:06,2624,52.48,0.02
12/30/21 9:07,2625,52.5,0.02
12/30/21 9:09,2626,52.52,0.02
12/30/21 9:11,2627,52.54,0.02
12/30/21 9:12,2628,52.56,0.02
12/30/21 9:14,2629,52.58,0.02
12/30/21 9:15,2630,52.6,0.02
12/30/21 9:16,2631,52.62,0.02
12/30/21 9:18,2632,52.64,0.02
12/30/21 9:19,2633,52.66,0.02
12/30/21 9:20,2634,52.68,0.02
12/30/21 9:21,2635,52.7,0.02
12/30/21 9:22,2636,52.72,0.02
12/30/21 9:23,2637,52.74,0.02
12/30/21 9:24,2638,52.76,0.02
12/30/21 9:26,2639,52.78,0.02
12/30/21 9:27,2640,52.8,0.02
12/30/21 9:28,2641,52.82,0.02
12/30/21 9:31,2642,52.84,0.02
12/30/21 9:33,2643,52.86,0.02
12/30/21 9:35,2644,52.88,0.02
12/30/21 9:36,2645,52.9,0.02
12/30/21 9:38,2646,52.92,0.02
12/30/21 9:39,2647,52.94,0.02
12/30/21 9:41,2648,52.96,0.02
12/30/21 9:42,2649,52.98,0.02
12/30/21 9:44,2650,53,0.02
12/30/21 9:45,2651,53.02,0.02
12/30/21 9:47,2652,53.04,0.02
12/30/21 9:49,2653,53.06,0.02
12/30/21 9:50,2654,53.08,0.02
12/30/21 9:53,2655,53.1,0.02
12/30/21 9:55,2656,53.12,0.02
12/30/21 9:57,2657,53.14,0.02
12/30/21 9:59,2658,53.16,0.02
12/30/21 10:01,2659,53.18,0.02
12/30/21 10:03,2660,53.2,0.02
12/30/21 10:04,2661,53.22,0.02
12/30/21 10:08,2662,53.24,0.02
12/30/21 10:14,2663,53.26,0.02
12/30/21 10:15,2664,53.28,0.02
12/30/21 10:17,2665,53.3,0.02
12/30/21 10:19,2666,53.32,0.02
12/30/21 10:20,2667,53.34,0.02
12/30/21 10:21,2668,53.36,0.02
12/30/21 10:22,2669,53.38,0.02
12/30/21 10:23,2670,53.4,0.02
12/30/21 10:25,2671,53.42,0.02
12/30/21 10:27,2672,53.44,0.02
12/30/21 10:31,2673,53.46,0.02
12/30/21 10:34,2674,53.48,0.02
12/30/21 10:36,2675,53.5,0.02
12/30/21 10:39,2676,53.52,0.02
12/30/21 10:42,2677,53.54,0.02
12/30/21 10:43,2678,53.56,0.02
12/30/21 10:45,2679,53.58,0.02
12/30/21 10:46,2680,53.6,0.02
12/30/21 10:48,2681,53.62,0.02
12/30/21 10:50,2682,53.64,0.02
12/30/21 10:52,2683,53.66,0.02
12/30/21 10:55,2684,53.68,0.02
12/30/21 10:58,2685,53.7,0.02
12/30/21 11:00,2686,53.72,0.02
12/30/21 11:03,2687,53.74,0.02
12/30/21 11:06,2688,53.76,0.02
12/30/21 11:09,2689,53.78,0.02
12/30/21 11:13,2690,53.8,0.02
12/30/21 11:14,2691,53.82,0.02
12/30/21 11:15,2692,53.84,0.02
12/30/21 11:15,2693,53.86,0.02
12/30/21 11:16,2694,53.88,0.02
12/30/21 11:19,2695,53.9,0.02
12/30/21 11:25,2696,53.92,0.02
12/30/21 11:31,2697,53.94,0.02
12/30/21 11:34,2698,53.96,0.02
12/30/21 11:35,2699,53.98,0.02
